,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46896,0.90,1902.50,1901.98,1901.60,0.37,1902.5,1901.60,1901.83,1901.84,1901.61,,1,46896,100yr,1902.5,,1,46981,100yr,1901.61,,1,46665,100yr,1901.78,,1,47153,100yr,1901.9,,1,47239,100yr,1901.69
46511,0.91,1902.47,1901.94,1901.56,0.36,1902.47,1901.56,1901.78,1901.81,1901.62,,1,46511,100yr,1902.47,,1,46588,100yr,1901.56,,1,46155,100yr,1901.78,,1,46742,100yr,1901.81,,1,46819,100yr,1901.59
45919,0.85,1902.37,1901.88,1901.52,0.34,1902.37,1901.52,1901.74,1901.76,1901.56,,1,45919,100yr,1902.37,,1,46037,100yr,1901.54,,1,45678,100yr,1901.7,,1,46274,100yr,1901.82,,1,46392,100yr,1901.63
45518,0.86,1902.31,1901.81,1901.45,0.34,1902.31,1901.45,1901.67,1901.70,1901.49,,1,45518,100yr,1902.31,,1,45598,100yr,1901.47,,1,45123,100yr,1901.59,,1,45758,100yr,1901.74,,1,45838,100yr,1901.55
44861,0.85,1902.17,1901.67,1901.32,0.34,1902.17,1901.32,1901.52,1901.55,1901.36,,1,44861,100yr,1902.17,,1,44992,100yr,1901.35,,1,44534,100yr,1901.44,,1,45255,100yr,1901.65,,1,45386,100yr,1901.47
44317,0.82,1902.00,1901.52,1901.18,0.33,1902,1901.18,1901.38,1901.40,1901.22,,1,44317,100yr,1902,,1,44425,100yr,1901.21,,1,44056,100yr,1901.3,,1,44643,100yr,1901.5,,1,44752,100yr,1901.34
43882,0.84,1901.91,1901.41,1901.07,0.34,1901.91,1901.07,1901.25,1901.28,1901.11,,1,43882,100yr,1901.91,,1,43969,100yr,1901.09,,1,43567,100yr,1901.17,,1,44143,100yr,1901.35,,1,44230,100yr,1901.19
43357,0.86,1901.81,1901.30,1900.95,0.35,1901.81,1900.95,1901.13,1901.16,1900.99,,1,43357,100yr,1901.81,,1,43462,100yr,1900.97,,1,43069,100yr,1901.07,,1,43672,100yr,1901.23,,1,43777,100yr,1901.08
42877,0.89,1901.76,1901.22,1900.87,0.36,1901.76,1900.87,1901.04,1901.07,1900.91,,1,42877,100yr,1901.76,,1,42973,100yr,1900.88,,1,42580,100yr,1900.99,,1,43165,100yr,1901.12,,1,43261,100yr,1900.97
42382,0.92,1901.71,1901.15,1900.79,0.38,1901.71,1900.79,1900.95,1900.98,1900.83,,1,42382,100yr,1901.71,,1,42481,100yr,1900.81,,1,42119,100yr,1900.9,,1,42679,100yr,1901.03,,1,42778,100yr,1900.89
41945,0.94,1901.65,1901.08,1900.71,0.39,1901.65,1900.71,1900.86,1900.90,1900.75,,1,41945,100yr,1901.65,,1,42032,100yr,1900.73,,1,41603,100yr,1900.79,,1,42207,100yr,1900.95,,1,42294,100yr,1900.82
41376,0.97,1901.56,1900.96,1900.59,0.40,1901.56,1900.59,1900.72,1900.76,1900.63,,1,41376,100yr,1901.56,,1,41489,100yr,1900.62,,1,41089,100yr,1900.64,,1,41717,100yr,1900.85,,1,41831,100yr,1900.73
40899,1.02,1901.46,1900.82,1900.44,0.42,1901.46,1900.44,1900.57,1900.61,1900.49,,1,40899,100yr,1901.46,,1,40994,100yr,1900.47,,1,40578,100yr,1900.46,,1,41185,100yr,1900.71,,1,41280,100yr,1900.61
40364,1.06,1901.34,1900.67,1900.28,0.44,1901.34,1900.28,1900.40,1900.46,1900.34,,1,40364,100yr,1901.34,,1,40471,100yr,1900.31,,1,40104,100yr,1900.32,,1,40685,100yr,1900.54,,1,40792,100yr,1900.46
39932,1.09,1901.26,1900.57,1900.17,0.45,1901.26,1900.17,1900.28,1900.36,1900.23,,1,39932,100yr,1901.26,,1,40018,100yr,1900.19,,1,39625,100yr,1900.22,,1,40191,100yr,1900.42,,1,40277,100yr,1900.31
39421,1.12,1901.18,1900.47,1900.06,0.47,1901.18,1900.06,1900.18,1900.24,1900.11,,1,39421,100yr,1901.18,,1,39523,100yr,1900.08,,1,39136,100yr,1900.12,,1,39727,100yr,1900.31,,1,39829,100yr,1900.2
38947,1.16,1901.10,1900.37,1899.94,0.48,1901.1,1899.94,1900.07,1900.13,1900.00,,1,38947,100yr,1901.1,,1,39041,100yr,1899.97,,1,38640,100yr,1899.99,,1,39231,100yr,1900.2,,1,39326,100yr,1900.09
38436,1.18,1900.98,1900.24,1899.80,0.49,1900.98,1899.80,1899.93,1899.99,1899.86,,1,38436,100yr,1900.98,,1,38538,100yr,1899.83,,1,38152,100yr,1899.85,,1,38742,100yr,1900.08,,1,38844,100yr,1899.98
37963,1.21,1900.88,1900.11,1899.67,0.51,1900.88,1899.67,1899.80,1899.86,1899.72,,1,37963,100yr,1900.88,,1,38057,100yr,1899.69,,1,37714,100yr,1899.73,,1,38246,100yr,1899.94,,1,38341,100yr,1899.83
37549,1.24,1900.80,1900.01,1899.56,0.52,1900.8,1899.56,1899.69,1899.75,1899.62,,1,37549,100yr,1900.8,,1,37631,100yr,1899.58,,1,37324,100yr,1899.63,,1,37797,100yr,1899.82,,1,37880,100yr,1899.7
37174,1.26,1900.71,1899.92,1899.45,0.52,1900.71,1899.45,1899.60,1899.66,1899.52,,1,37174,100yr,1900.71,,1,37249,100yr,1899.47,,1,36792,100yr,1899.51,,1,37399,100yr,1899.71,,1,37474,100yr,1899.6
36538,1.29,1900.60,1899.79,1899.31,0.53,1900.6,1899.31,1899.46,1899.53,1899.38,,1,36538,100yr,1900.6,,1,36665,100yr,1899.34,,1,36179,100yr,1899.39,,1,36919,100yr,1899.6,,1,37046,100yr,1899.48
35940,1.43,1900.61,1899.71,1899.18,0.60,1900.61,1899.18,1899.33,1899.40,1899.25,,1,35940,100yr,1900.61,,1,35580,100yr,1899.1,,1,35670,100yr,1899.27,,1,36298,100yr,1899.48,,1,36418,100yr,1899.36
35490,1.36,1900.43,1899.57,1899.07,0.56,1900.43,1899.07,1899.22,1899.29,1899.14,,1,35490,100yr,1900.43,,1,34982,100yr,1898.92,,1,35109,100yr,1899.12,,1,35760,100yr,1899.36,,1,35850,100yr,1899.23
34856,1.39,1900.27,1899.40,1898.88,0.57,1900.27,1898.88,1899.05,1899.12,1898.96,,1,34856,100yr,1900.27,,1,34274,100yr,1898.72,,1,34419,100yr,1898.93,,1,35236,100yr,1899.23,,1,35363,100yr,1899.11
34129,1.46,1900.12,1899.20,1898.66,0.60,1900.12,1898.66,1898.82,1898.91,1898.74,,1,34129,100yr,1900.12,,1,33713,100yr,1898.48,,1,33817,100yr,1898.71,,1,34565,100yr,1899.04,,1,34710,100yr,1898.92
33609,1.50,1899.98,1899.05,1898.48,0.60,1899.98,1898.48,1898.70,1898.83,1898.68,,1,33609,100yr,1899.98,,1,33250,100yr,1898.47,,1,33340,100yr,1898.69,,1,33921,100yr,1898.85,,1,34025,100yr,1898.71
33161,1.42,1899.88,1899.00,1898.46,0.57,1899.88,1898.46,1898.67,1898.78,1898.61,,1,33161,100yr,1899.88,,1,32973,100yr,1898.43,,1,33020,100yr,1898.65,,1,33429,100yr,1898.82,,1,33519,100yr,1898.67
32926,1.43,1899.85,1898.97,1898.42,0.57,1899.85,1898.42,1898.64,1898.76,1898.59,,1,32926,100yr,1899.85,,1,32538,100yr,1898.38,,1,32635,100yr,1898.61,,1,33067,100yr,1898.77,,1,33114,100yr,1898.6
32442,1.41,1899.78,1898.92,1898.37,0.56,1899.78,1898.37,1898.59,1898.71,1898.54,,1,32442,100yr,1899.78,,1,32110,100yr,1898.35,,1,32193,100yr,1898.57,,1,32732,100yr,1898.74,,1,32829,100yr,1898.58
32027,1.39,1899.73,1898.88,1898.34,0.55,1899.73,1898.34,1898.55,1898.68,1898.51,,1,32027,100yr,1899.73,,1,31713,100yr,1898.31,,1,31791,100yr,1898.53,,1,32276,100yr,1898.7,,1,32359,100yr,1898.53
31635,1.38,1899.68,1898.83,1898.30,0.55,1899.68,1898.30,1898.52,1898.65,1898.47,,1,31635,100yr,1899.68,,1,31270,100yr,1898.27,,1,31361,100yr,1898.49,,1,31870,100yr,1898.67,,1,31948,100yr,1898.5
31179,1.36,1899.62,1898.78,1898.26,0.54,1899.62,1898.26,1898.47,1898.61,1898.42,,1,31179,100yr,1899.62,,1,30797,100yr,1898.21,,1,30892,100yr,1898.44,,1,31452,100yr,1898.63,,1,31543,100yr,1898.46
30702,1.34,1899.54,1898.72,1898.20,0.53,1899.54,1898.20,1898.42,1898.56,1898.37,,1,30702,100yr,1899.54,,1,30298,100yr,1898.15,,1,30399,100yr,1898.38,,1,30988,100yr,1898.59,,1,31083,100yr,1898.41
30197,1.33,1899.47,1898.65,1898.14,0.53,1899.47,1898.14,1898.35,1898.50,1898.31,,1,30197,100yr,1899.47,,1,29808,100yr,1898.08,,1,29905,100yr,1898.31,,1,30500,100yr,1898.54,,1,30601,100yr,1898.36
29711,1.31,1899.38,1898.58,1898.07,0.52,1899.38,1898.07,1898.28,1898.44,1898.24,,1,29711,100yr,1899.38,,1,29308,100yr,1898.01,,1,29409,100yr,1898.24,,1,30002,100yr,1898.48,,1,30099,100yr,1898.3
29208,1.31,1899.31,1898.51,1898.00,0.52,1899.31,1898.00,1898.22,1898.38,1898.18,,1,29208,100yr,1899.31,,1,28812,100yr,1897.95,,1,28911,100yr,1898.18,,1,29509,100yr,1898.42,,1,29610,100yr,1898.23
28714,1.29,1899.23,1898.44,1897.94,0.51,1899.23,1897.94,1898.15,1898.32,1898.12,,1,28714,100yr,1899.23,,1,28322,100yr,1897.88,,1,28420,100yr,1898.11,,1,29010,100yr,1898.36,,1,29109,100yr,1898.17
28224,1.30,1899.16,1898.37,1897.86,0.51,1899.16,1897.86,1898.08,1898.27,1898.06,,1,28224,100yr,1899.16,,1,27886,100yr,1897.81,,1,27970,100yr,1898.04,,1,28518,100yr,1898.3,,1,28616,100yr,1898.11
27802,1.28,1899.08,1898.30,1897.80,0.50,1899.08,1897.80,1898.02,1898.22,1898.01,,1,27802,100yr,1899.08,,1,27352,100yr,1897.75,,1,27464,100yr,1897.98,,1,28055,100yr,1898.25,,1,28139,100yr,1898.05
27240,1.29,1899.02,1898.23,1897.73,0.51,1899.02,1897.73,1897.95,1898.15,1897.93,,1,27240,100yr,1899.02,,1,26912,100yr,1897.68,,1,26994,100yr,1897.91,,1,27577,100yr,1898.19,,1,27689,100yr,1897.99
26831,1.26,1898.93,1898.16,1897.67,0.50,1898.93,1897.67,1897.88,1898.08,1897.86,,1,26831,100yr,1898.93,,1,26370,100yr,1897.58,,1,26485,100yr,1897.82,,1,27076,100yr,1898.13,,1,27158,100yr,1897.92
26255,1.25,1898.81,1898.05,1897.56,0.49,1898.81,1897.56,1897.78,1897.98,1897.76,,1,26255,100yr,1898.81,,1,25965,100yr,1897.51,,1,26037,100yr,1897.74,,1,26600,100yr,1898.04,,1,26715,100yr,1897.84
25893,1.23,1898.73,1897.98,1897.50,0.48,1898.73,1897.50,1897.72,1897.92,1897.70,,1,25893,100yr,1898.73,,1,25395,100yr,1897.43,,1,25519,100yr,1897.66,,1,26110,100yr,1897.96,,1,26182,100yr,1897.75
25271,1.25,1898.66,1897.90,1897.41,0.49,1898.66,1897.41,1897.63,1897.83,1897.61,,1,25271,100yr,1898.66,,1,24928,100yr,1897.37,,1,25014,100yr,1897.6,,1,25644,100yr,1897.88,,1,25768,100yr,1897.68
24843,1.25,1898.61,1897.85,1897.36,0.49,1898.61,1897.36,1897.58,1897.78,1897.56,,1,24843,100yr,1898.61,,1,24391,100yr,1897.31,,1,24504,100yr,1897.54,,1,25099,100yr,1897.81,,1,25185,100yr,1897.6
24279,1.25,1898.55,1897.79,1897.30,0.49,1898.55,1897.30,1897.52,1897.72,1897.50,,1,24279,100yr,1898.55,,1,23883,100yr,1897.26,,1,23982,100yr,1897.49,,1,24617,100yr,1897.75,,1,24730,100yr,1897.55
23785,1.25,1898.50,1897.74,1897.25,0.49,1898.5,1897.25,1897.47,1897.66,1897.45,,1,23785,100yr,1898.5,,1,23412,100yr,1897.21,,1,23505,100yr,1897.43,,1,24081,100yr,1897.7,,1,24180,100yr,1897.49
23319,1.26,1898.46,1897.69,1897.20,0.49,1898.46,1897.20,1897.41,1897.62,1897.40,,1,23319,100yr,1898.46,,1,22947,100yr,1897.16,,1,23040,100yr,1897.39,,1,23598,100yr,1897.64,,1,23691,100yr,1897.44
22854,1.28,1898.43,1897.65,1897.15,0.50,1898.43,1897.15,1897.37,1897.57,1897.35,,1,22854,100yr,1898.43,,1,22334,100yr,1897.11,,1,22464,100yr,1897.33,,1,23133,100yr,1897.6,,1,23226,100yr,1897.39
22205,1.27,1898.37,1897.59,1897.10,0.50,1898.37,1897.10,1897.30,1897.50,1897.30,,1,22205,100yr,1898.37,,1,21898,100yr,1897.06,,1,21975,100yr,1897.28,,1,22594,100yr,1897.54,,1,22724,100yr,1897.34
21822,1.30,1898.35,1897.55,1897.05,0.51,1898.35,1897.05,1897.26,1897.46,1897.25,,1,21822,100yr,1898.35,,1,21414,100yr,1897,,1,21516,100yr,1897.23,,1,22051,100yr,1897.49,,1,22128,100yr,1897.29
21313,1.29,1898.28,1897.49,1896.99,0.51,1898.28,1896.99,1897.21,1897.40,1897.19,,1,21313,100yr,1898.28,,1,20879,100yr,1896.94,,1,20987,100yr,1897.17,,1,21618,100yr,1897.44,,1,21720,100yr,1897.24
20771,1.30,1898.23,1897.44,1896.93,0.51,1898.23,1896.93,1897.15,1897.35,1897.13,,1,20771,100yr,1898.23,,1,20330,100yr,1896.89,,1,20440,100yr,1897.12,,1,21096,100yr,1897.38,,1,21204,100yr,1897.18
20220,1.32,1898.20,1897.39,1896.88,0.52,1898.2,1896.88,1897.10,1897.30,1897.08,,1,20220,100yr,1898.2,,1,19907,100yr,1896.85,,1,19985,100yr,1897.08,,1,20550,100yr,1897.33,,1,20660,100yr,1897.12
19829,1.33,1898.18,1897.36,1896.85,0.52,1898.18,1896.85,1897.07,1897.26,1897.05,,1,19829,100yr,1898.18,,1,19411,100yr,1896.82,,1,19515,100yr,1897.04,,1,20063,100yr,1897.28,,1,20141,100yr,1897.07
19307,1.34,1898.15,1897.33,1896.81,0.53,1898.15,1896.81,1897.02,1897.22,1897.01,,1,19307,100yr,1898.15,,1,18937,100yr,1896.77,,1,19029,100yr,1897,,1,19620,100yr,1897.25,,1,19724,100yr,1897.04
18845,1.36,1898.12,1897.29,1896.76,0.54,1898.12,1896.76,1896.98,1897.18,1896.95,,1,18845,100yr,1898.12,,1,18418,100yr,1896.71,,1,18525,100yr,1896.94,,1,19122,100yr,1897.21,,1,19214,100yr,1897
18312,1.39,1898.08,1897.23,1896.69,0.55,1898.08,1896.69,1896.91,1897.11,1896.89,,1,18312,100yr,1898.08,,1,17998,100yr,1896.64,,1,18076,100yr,1896.88,,1,18631,100yr,1897.15,,1,18738,100yr,1896.94
17920,1.41,1898.04,1897.18,1896.63,0.56,1898.04,1896.63,1896.86,1897.06,1896.83,,1,17920,100yr,1898.04,,1,17440,100yr,1896.57,,1,17560,100yr,1896.81,,1,18155,100yr,1897.09,,1,18233,100yr,1896.88
17321,1.44,1898.00,1897.11,1896.56,0.57,1898,1896.56,1896.78,1896.97,1896.75,,1,17321,100yr,1898,,1,16629,100yr,1896.48,,1,16802,100yr,1896.72,,1,17680,100yr,1897.02,,1,17800,100yr,1896.81
16457,1.42,1897.88,1897.01,1896.46,0.56,1897.88,1896.46,1896.68,1896.87,1896.65,,1,16457,100yr,1897.88,,1,15644,100yr,1896.37,,1,15847,100yr,1896.61,,1,16975,100yr,1896.93,,1,17148,100yr,1896.73
15441,1.47,1897.82,1896.91,1896.35,0.58,1897.82,1896.35,1896.57,1896.77,1896.55,,1,15441,100yr,1897.82,,1,14647,100yr,1896.27,,1,14845,100yr,1896.51,,1,16050,100yr,1896.83,,1,16253,100yr,1896.63
14449,1.51,1897.76,1896.82,1896.25,0.60,1897.76,1896.25,1896.47,1896.66,1896.44,,1,14449,100yr,1897.76,,1,13549,100yr,1896.14,,1,13774,100yr,1896.39,,1,15044,100yr,1896.73,,1,15242,100yr,1896.53
13324,1.47,1897.57,1896.66,1896.10,0.58,1897.57,1896.10,1896.31,1896.51,1896.29,,1,13324,100yr,1897.57,,1,12571,100yr,1895.98,,1,12759,100yr,1896.22,,1,13999,100yr,1896.61,,1,14224,100yr,1896.42
12383,1.37,1897.31,1896.46,1895.94,0.54,1897.31,1895.94,1896.14,1896.34,1896.13,,1,12383,100yr,1897.31,,1,11701,100yr,1895.79,,1,11871,100yr,1896.04,,1,12947,100yr,1896.45,,1,13135,100yr,1896.26
11531,1.20,1896.94,1896.21,1895.74,0.47,1896.94,1895.74,1895.95,1896.14,1895.92,,1,11531,100yr,1896.94,,1,10892,100yr,1895.57,,1,11052,100yr,1895.83,,1,12042,100yr,1896.28,,1,12212,100yr,1896.1
10733,1.05,1896.58,1895.95,1895.53,0.41,1896.58,1895.53,1895.75,1895.94,1895.71,,1,10733,100yr,1896.58,,1,10273,100yr,1895.41,,1,10388,100yr,1895.66,,1,11211,100yr,1896.06,,1,11371,100yr,1895.88
10159,1.01,1896.39,1895.79,1895.38,0.39,1896.39,1895.38,1895.60,1895.80,1895.56,,1,10159,100yr,1896.39,,1,9450.,100yr,1895.21,,1,9627.,100yr,1895.47,,1,10503,100yr,1895.88,,1,10618,100yr,1895.68
9273,1.15,1896.32,1895.63,1895.17,0.45,1896.32,1895.17,1895.39,1895.58,1895.35,,1,9273,100yr,1896.32,,1,8469.,100yr,1895,,1,8670.,100yr,1895.26,,1,9804.,100yr,1895.71,,1,9981.,100yr,1895.52
8269,1.04,1896.01,1895.39,1894.97,0.40,1896.01,1894.97,1895.19,1895.39,1895.15,,1,8269,100yr,1896.01,,1,7357.,100yr,1894.84,,1,7585.,100yr,1895.08,,1,8871.,100yr,1895.49,,1,9072.,100yr,1895.3
7130,1.12,1895.93,1895.25,1894.81,0.44,1895.93,1894.81,1895.02,1895.22,1894.99,,1,7130,100yr,1895.93,,1,6434.,100yr,1894.71,,1,6608.,100yr,1894.95,,1,7813.,100yr,1895.31,,1,8041.,100yr,1895.11
6261,1.10,1895.79,1895.13,1894.69,0.43,1895.79,1894.69,1894.90,1895.10,1894.87,,1,6261,100yr,1895.79,,1,5862.,100yr,1894.63,,1,5962.,100yr,1894.86,,1,6782.,100yr,1895.17,,1,6956.,100yr,1894.97
5763,1.13,1895.75,1895.07,1894.62,0.44,1895.75,1894.62,1894.84,1895.03,1894.80,,1,5763,100yr,1895.75,,1,5384.,100yr,1894.57,,1,5479.,100yr,1894.8,,1,6061.,100yr,1895.07,,1,6161.,100yr,1894.85
5290,1.04,1895.60,1894.98,1894.56,0.40,1895.6,1894.56,1894.78,1894.98,1894.74,,1,5290,100yr,1895.6,,1,4857.,100yr,1894.51,,1,4965.,100yr,1894.74,,1,5573.,100yr,1895.01,,1,5668.,100yr,1894.79
4749,1.01,1895.51,1894.91,1894.50,0.39,1895.51,1894.50,1894.71,1894.91,1894.68,,1,4749,100yr,1895.51,,1,4377.,100yr,1894.45,,1,4470.,100yr,1894.68,,1,5073.,100yr,1894.95,,1,5181.,100yr,1894.73
4284,1.00,1895.44,1894.85,1894.44,0.38,1895.44,1894.44,1894.66,1894.86,1894.63,,1,4284,100yr,1895.44,,1,3848.,100yr,1894.39,,1,3957.,100yr,1894.62,,1,4563.,100yr,1894.89,,1,4656.,100yr,1894.67
3739,0.98,1895.36,1894.78,1894.38,0.38,1895.36,1894.38,1894.59,1894.79,1894.57,,1,3739,100yr,1895.36,,1,3408.,100yr,1894.33,,1,3491.,100yr,1894.56,,1,4066.,100yr,1894.83,,1,4175.,100yr,1894.62
3326,0.97,1895.28,1894.71,1894.31,0.37,1895.28,1894.31,1894.53,1894.73,1894.51,,1,3326,100yr,1895.28,,1,2936.,100yr,1894.24,,1,3033.,100yr,1894.48,,1,3573.,100yr,1894.77,,1,3656.,100yr,1894.56
2839,0.90,1895.11,1894.58,1894.21,0.34,1895.11,1894.21,1894.43,1894.62,1894.41,,1,2839,100yr,1895.11,,1,2513.,100yr,1894.11,,1,2594.,100yr,1894.36,,1,3131.,100yr,1894.7,,1,3228.,100yr,1894.49
2432,0.99,1895.07,1894.48,1894.08,0.38,1895.07,1894.08,1894.30,1894.50,1894.27,,1,2432,100yr,1895.07,,1,1955.,100yr,1893.91,,1,2074.,100yr,1894.18,,1,2676.,100yr,1894.58,,1,2757.,100yr,1894.39
1836,1.01,1894.89,1894.29,1893.88,0.39,1894.89,1893.88,1894.11,1894.31,1894.07,,1,1836,100yr,1894.89,,1,1447.,100yr,1893.78,,1,1544.,100yr,1894.03,,1,2193.,100yr,1894.42,,1,2312.,100yr,1894.23
1350,0.75,1894.51,1894.08,1893.76,0.29,1894.51,1893.76,1893.98,1894.18,1893.94,,1,1350,100yr,1894.51,,1,962,100yr,1893.67,,1,1059.,100yr,1893.91,,1,1641.,100yr,1894.25,,1,1738.,100yr,1894.04
865,0.68,1894.33,1893.95,1893.65,0.26,1894.33,1893.65,1893.86,1894.06,1893.83,,1,865,100yr,1894.33,,1,559,100yr,1893.57,,1,635.8,100yr,1893.81,,1,1156.,100yr,1894.13,,1,1253.,100yr,1893.91
483,0.00,1894.34,1894.34,1894.34,0.00,1894.34,1894.34,,,,,1,483,100yr,1894.34,,1,483,100yr,1894.34,,1,483,100yr,,,1,712.2,100yr,1894.03,,1,788.6,100yr,1893.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
